MarketingID,Equipo_Favorito,Compra_Diseno_Seleccion,Seleccion_Influye_Compra,Tipo_Publicidad,Tipo_Promocion,Sigue_Mundial_2026,Compraria_Tarjetas_Coleccionables
2128,Alemania,Probablemente sí,Portugal,Un jugador famoso,2x1,No,No
2129,España,Tal vez,Argentina,Una selección nacional,Tarjetas coleccionables,Sí,Sí
2130,Portugal,Probablemente sí,Portugal,Una selección nacional,Producto gratis,Sí,Sí
2131,Brasil,Definitivamente sí, SUECIA ,Un jugador famoso,2x1,Sí,No
2132,Argentina,Definitivamente sí,Inglaterra,Un jugador famoso,2x1,Sí,Sí
2133,Portugal,Definitivamente sí,Australia,Premios y sorteos,2x1,Sí,Sí
2134,España,Tal vez,Escocia,Premios y sorteos,Tarjetas coleccionables,Sí,Sí
2135,México,Definitivamente sí,Brasil,Historias de aficionados,Descuento directo,Sí,Sí
2136,México,Definitivamente no,Argentina,Un jugador famoso,Tarjetas coleccionables,Sí,No
2137,Brasil,Probablemente no,México,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
2138,Nueva Zelanda,Tal vez,Colombia,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
2139,México,Definitivamente sí,Argentina,Un jugador famoso,2x1,Sí,Sí
2140,Brasil,Probablemente no,México,Humor,2x1,Sí,Sí
2141,Argentina,Probablemente sí,Canadá,Una selección nacional,Descuento directo,Sí,No
2142,España,Probablemente sí,Inglaterra,Una selección nacional,Sorteo de balones,Sí,Sí
2143,Estados Unidos,Definitivamente sí,Inglaterra,Premios y sorteos,2x1,Sí,Sí
2144,Nueva Zelanda,Probablemente no,Canadá,Una selección nacional,2x1,No,No
2145,Colombia,Tal vez,Estados Unidos,Humor,Sorteo de viajes,Sí,Sí
2146,Argentina,Probablemente sí,Argentina,Una selección nacional,Sorteo de camisetas,Sí,Sí
2147,Corea del Sur,Definitivamente no,Argentina,Un jugador famoso,Descuento directo,Sí,Sí
2148,Inglaterra,Probablemente sí,Argentina,Una selección nacional,Tarjetas coleccionables,Sí,No
2149,España,Definitivamente sí,Argentina,Una selección nacional,Sorteo de viajes,No,No
2150,Alemania,Probablemente sí,Argentina,Historias de aficionados,Sorteo de camisetas,Sí,Sí
2151,Inglaterra,Tal vez, ESTADOS UNIDOS ,Historias de aficionados,Sorteo de viajes,Sí,No
2152,Inglaterra,Tal vez,Portugal,Un jugador famoso,Sorteo de camisetas,Sí,No
2153,Inglaterra,Definitivamente sí, MÉXICO ,Un jugador famoso,2x1,Sí,Sí
2154,Francia,Definitivamente sí,Portugal,Historias de aficionados,Sorteo de viajes,Sí,Sí
2155,Cabo Verde,Tal vez,Inglaterra,Premios y sorteos,Descuento directo,Sí,No
2156,Portugal,Definitivamente no,No especificado,Un jugador famoso,Sorteo de viajes,Sí,Sí
2157,Francia,Tal vez,Czechia,Humor,Producto gratis,Sí,Sí
2158,Francia,Definitivamente sí,Francia,Una selección nacional,Sorteo de balones,Sí,Sí
2159,Argentina,Probablemente sí,España,Historias de aficionados,Producto gratis,Sí,No
2160,Francia,Tal vez,Brasil,Premios y sorteos,2x1,Sí,Sí
2161,México,Definitivamente no,Argentina,Humor,Sorteo de viajes,Sí,Sí
2162,Brasil,Probablemente sí,Brasil,Un jugador famoso,2x1,Sí,Sí
2163, BRASIL ,Definitivamente sí,Panamá,Historias de aficionados,Tarjetas coleccionables,Sí,No
2164,España,Tal vez,España,Una selección nacional,Descuento directo,Sí,Sí
2165,Estados Unidos,Definitivamente no,Argentina,Historias de aficionados,Descuento directo,Sí,Sí
2166,Portugal,Probablemente sí,Alemania,Un jugador famoso,Sorteo de balones,Sí,Sí
2167,Argentina,Definitivamente sí,Estados Unidos,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
2168,Inglaterra,Tal vez,Portugal,Un jugador famoso,Producto gratis,Sí,Sí
2169,Estados Unidos,Probablemente no,Czechia,Humor,Tarjetas coleccionables,Sí,No
2170,Inglaterra,Definitivamente sí,Portugal,Historias de aficionados,Sorteo de viajes,Sí,Sí
2171,México,Tal vez,Uruguay,Un jugador famoso,2x1,Sí,Sí
2172,Alemania,Tal vez,España,Premios y sorteos,Sorteo de viajes,Sí,Sí
2173, CROACIA ,Definitivamente no,Argentina,Historias de aficionados,Tarjetas coleccionables,Sí,Sí
2174,Türkiye,Tal vez,Argentina,Premios y sorteos,2x1,Sí,Sí
2175,Argentina,Definitivamente sí,Alemania,Una selección nacional,2x1,No,No
2176,Portugal,Tal vez,Argentina,Una selección nacional,Tarjetas coleccionables,Sí,No
2177,Portugal,Definitivamente sí,Uruguay,Una selección nacional,Descuento directo,Sí,No
2178,Japón,Probablemente sí,Brasil,Premios y sorteos,Sorteo de balones,Sí,Sí
2179,Inglaterra,Definitivamente sí,Francia,Un jugador famoso,2x1,Sí,Sí
2180,Inglaterra,Probablemente sí,Alemania,Un jugador famoso,Sorteo de camisetas,Sí,No
2181,España,Tal vez,Portugal,Un jugador famoso,2x1,No,Sí
2182,Brasil,Probablemente sí,Brasil,Humor,2x1,No,Sí
2183, MÉXICO ,Tal vez,Francia,Premios y sorteos,2x1,Sí,Sí
2184,Francia,Probablemente sí,Inglaterra,Premios y sorteos,Descuento directo,Sí,Sí
2185,Brasil,Probablemente no,Francia,Historias de aficionados,Sorteo de viajes,No,Sí
2186,Czechia,Probablemente sí,Francia,Historias de aficionados,Sorteo de camisetas,Sí,Sí
2187,Estados Unidos,Definitivamente sí,España,Un jugador famoso,Sorteo de viajes,No,No
2188,España,Probablemente sí,Colombia,Una selección nacional,Tarjetas coleccionables,Sí,Sí
2189,España,Tal vez,Francia,Una selección nacional,Tarjetas coleccionables,Sí,Sí
2190,México,Definitivamente sí,Colombia,Premios y sorteos,Sorteo de camisetas,Sí,Sí
2191,España,Tal vez,Argentina,Un jugador famoso,Tarjetas coleccionables,No,No
2192,Francia,Probablemente no,México,Historias de aficionados,Sorteo de viajes,Sí,Sí
2193,Francia,Probablemente sí,Senegal,Historias de aficionados,2x1,Sí,Sí
2194,Uruguay,Tal vez,Uruguay,Un jugador famoso,Sorteo de camisetas,Sí,No
2195,Países Bajos,Tal vez,Brasil,Una selección nacional,Sorteo de camisetas,Sí,No
2196,Argentina,Probablemente no, ARGENTINA ,Premios y sorteos,Producto gratis,Sí,Sí
2197,Francia,Definitivamente no,Uruguay,Historias de aficionados,2x1,Sí,Sí
2198,Croacia,Probablemente sí,Argentina,Un jugador famoso,Producto gratis,Sí,No
2199,Francia,Definitivamente sí,Brasil,Un jugador famoso,Sorteo de camisetas,Sí,No
2200,México,Definitivamente sí,Brasil,Un jugador famoso,Descuento directo,Sí,Sí
2201,España,Probablemente sí,Inglaterra,Premios y sorteos,2x1,No,Sí
2202,Portugal,Probablemente sí,Inglaterra,Premios y sorteos,2x1,Sí,No
2203,Francia,Tal vez,Brasil,Un jugador famoso,2x1,Sí,Sí
2204,México,Tal vez,Brasil,Una selección nacional,Tarjetas coleccionables,Sí,No
2205,Francia,Definitivamente sí,España,Un jugador famoso,Producto gratis,Sí,No
2206,México,Tal vez,Inglaterra,Humor,2x1,Sí,Sí
2207,Argentina,Definitivamente sí,Argentina,Una selección nacional,Tarjetas coleccionables,Sí,Sí
2208,México,Probablemente sí,Argentina,Un jugador famoso,Sorteo de viajes,No,Sí
2209,Brasil,Definitivamente no,Marruecos,Un jugador famoso,2x1,No,Sí
2210, ARGENTINA ,Definitivamente sí,Portugal,Un jugador famoso,2x1,Sí,Sí
2211,Uruguay,Tal vez,Portugal,Una selección nacional,Sorteo de camisetas,Sí,Sí
2212,México,Definitivamente sí,Colombia,Un jugador famoso,Producto gratis,No,No
2213,Uruguay,Probablemente no,Colombia,Historias de aficionados,Sorteo de viajes,Sí,No
2214,Argentina,Tal vez,Argentina,Premios y sorteos,2x1,Sí,No
2215,México,Definitivamente sí,Francia,Premios y sorteos,Tarjetas coleccionables,Sí,No
2216,Brasil,Definitivamente sí,Francia,Un jugador famoso,2x1,Sí,Sí
2217,Francia,Tal vez,Portugal,Premios y sorteos,Producto gratis,Sí,Sí
2218,Brasil,Probablemente sí,Portugal,Una selección nacional,Sorteo de balones,Sí,Sí
2219,España,Definitivamente sí,México,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
2220,Brasil,Probablemente no,Colombia,Un jugador famoso,Producto gratis,Sí,Sí
2221,México,Definitivamente sí,Portugal,Un jugador famoso,2x1,Sí,Sí
2222,Colombia,Tal vez,Portugal,Humor,Sorteo de viajes,Sí,No
2223,Brasil,Probablemente sí,México,Una selección nacional,Sorteo de balones,Sí,No
2224,Inglaterra,Tal vez,Brasil,Una selección nacional,Descuento directo,Sí,Sí
2225,México,Probablemente no,Argentina,Una selección nacional,2x1,Sí,Sí
2226,Brasil,Definitivamente sí,Francia,Premios y sorteos,Tarjetas coleccionables,Sí,No
2227,Brasil,Probablemente sí,Uruguay,Un jugador famoso,Sorteo de balones,Sí,No
2228,Argentina,Probablemente sí,Inglaterra,Un jugador famoso,2x1,Sí,No
2229,Portugal,Probablemente no,Argentina,Historias de aficionados,Sorteo de balones,Sí,No
2230,Portugal,Tal vez,Francia,Humor,Descuento directo,Sí,No
2231,Francia,Tal vez,Francia,Historias de aficionados,2x1,Sí,Sí
2232,Brasil,Probablemente sí,México,Un jugador famoso,Descuento directo,Sí,Sí
2233,Estados Unidos,Definitivamente sí,Estados Unidos,Humor,2x1,Sí,No
2234,Argentina,Definitivamente sí,Portugal,Premios y sorteos,Descuento directo,Sí,Sí
2235,Irán,Tal vez,Francia,Historias de aficionados,Tarjetas coleccionables,Sí,Sí
2236,Inglaterra,Tal vez,Argentina,Humor,Descuento directo,Sí,No
2237,Brasil,Tal vez,Brasil,Un jugador famoso,Producto gratis,Sí,No
2238,México,Definitivamente no,Ecuador,Una selección nacional,2x1,Sí,Sí
2239,Brasil,Definitivamente sí,España,Un jugador famoso,Producto gratis,No,Sí
2240,Inglaterra,Tal vez,Argentina,Historias de aficionados,Tarjetas coleccionables,Sí,Sí
2241,Alemania,Definitivamente sí,Brasil,Historias de aficionados,Producto gratis,Sí,Sí
2242,Cabo Verde,Tal vez,México,Humor,Producto gratis,Sí,No
2243,México,Probablemente no,México,Premios y sorteos,2x1,Sí,Sí
2244,Estados Unidos,Definitivamente sí,Argentina,Premios y sorteos,Producto gratis,Sí,Sí
2245,Brasil,Tal vez,Francia,Un jugador famoso,Sorteo de camisetas,Sí,Sí
2246,Argentina,Definitivamente sí,Francia,Premios y sorteos,Sorteo de balones,Sí,Sí
2247,México,Probablemente sí,Uruguay,Humor,Tarjetas coleccionables,Sí,Sí
2248,Brasil,Probablemente sí,Francia,Humor,Producto gratis,Sí,No
2249,Argentina,Tal vez,Brasil,Una selección nacional,Sorteo de viajes,Sí,Sí
2250,Argentina,Definitivamente sí,Argentina,Historias de aficionados,2x1,Sí,Sí
2251,Francia,Tal vez,Brasil,Un jugador famoso,Descuento directo,No,No
2252,México,Definitivamente sí,Brasil,Un jugador famoso,Sorteo de camisetas,Sí,Sí
2253,Inglaterra,Definitivamente no,Estados Unidos,Una selección nacional,Tarjetas coleccionables,Sí,Sí
2254,Estados Unidos,Probablemente sí,Colombia,Una selección nacional,Sorteo de camisetas,Sí,Sí
2255,Portugal,Probablemente sí,Francia,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
2256,Estados Unidos,Tal vez,México,Una selección nacional,2x1,Sí,No
2257,España,Tal vez,España,Un jugador famoso,Sorteo de camisetas,Sí,No
2258,Argentina,Probablemente sí,Estados Unidos,Premios y sorteos,2x1,Sí,Sí
2259,Argentina,Probablemente no, ARGENTINA ,Una selección nacional,2x1,Sí,Sí
2260,Portugal,Definitivamente sí,Argentina,Un jugador famoso,Descuento directo,Sí,No
2261,Estados Unidos,Definitivamente sí,Francia,Premios y sorteos,Tarjetas coleccionables,Sí,Sí
2262,Francia,Probablemente no,Estados Unidos,Historias de aficionados,2x1,No,No
2263,Jordania,Probablemente sí,Portugal,Una selección nacional,Sorteo de viajes,Sí,Sí
2264,Alemania,Probablemente sí,Argentina,Humor,Descuento directo,Sí,Sí
2265,España,Probablemente sí,México,Una selección nacional,2x1,Sí,Sí
2266,Argentina,Probablemente sí,Argentina,Historias de aficionados,Sorteo de camisetas,Sí,Sí
2267,España,Definitivamente sí,México,Una selección nacional,2x1,Sí,Sí
2268,Portugal,Tal vez,Inglaterra,Premios y sorteos,2x1,Sí,No
2269,Inglaterra,Probablemente no,Curaçao,Una selección nacional,2x1,Sí,Sí
2270,Brasil,Probablemente sí, ARGENTINA ,Una selección nacional,Producto gratis,Sí,No
2271,Argentina,Tal vez,Jordania,Historias de aficionados,Tarjetas coleccionables,Sí,No
2272,Brasil,Definitivamente sí,Brasil,Un jugador famoso,2x1,Sí,Sí
2273,Portugal,Definitivamente sí,Portugal,Premios y sorteos,Sorteo de camisetas,Sí,Sí
2274,Argentina,Tal vez,Francia,Una selección nacional,Tarjetas coleccionables,Sí,Sí
2275,Argentina,Probablemente sí,México,Un jugador famoso,2x1,Sí,Sí
2276,México,Probablemente no,Argentina,Una selección nacional,Tarjetas coleccionables,Sí,Sí
2277,México,Probablemente sí,Francia,Una selección nacional,Sorteo de camisetas,Sí,No
2278,España,Definitivamente no,Portugal,Historias de aficionados,2x1,Sí,No
2279,Bélgica,Tal vez,México,Una selección nacional,2x1,Sí,Sí
2280,Argentina,Tal vez,Brasil,Una selección nacional,Producto gratis,Sí,No
2281,Inglaterra,Tal vez,Inglaterra,Humor,Descuento directo,Sí,Sí
2282,Alemania,Definitivamente sí,México,Premios y sorteos,Tarjetas coleccionables,Sí,No
2283,Portugal,Tal vez,México,Premios y sorteos,Producto gratis,Sí,No
2284,México,Tal vez,Uruguay,Premios y sorteos,Tarjetas coleccionables,Sí,Sí
2285,España,Definitivamente sí,Francia,Un jugador famoso,2x1,Sí,No
2286,Argentina,Probablemente sí,Alemania,Historias de aficionados,Tarjetas coleccionables,Sí,No
2287,South Africa,Definitivamente no,Francia,Un jugador famoso,Descuento directo,Sí,Sí
2288,España,Tal vez,Portugal,Una selección nacional,Sorteo de balones,Sí,Sí
2289,México,Definitivamente sí,Suecia,Premios y sorteos,Tarjetas coleccionables,Sí,No
2290,Francia,Tal vez,Brasil,Historias de aficionados,Tarjetas coleccionables,Sí,Sí
2291,Argentina,Tal vez,Portugal,Premios y sorteos,Descuento directo,Sí,No
2292,Inglaterra,Tal vez,Argentina,Humor,2x1,Sí,Sí
2293,España,Definitivamente no,Francia,Premios y sorteos,2x1,Sí,Sí
2294,Francia,Probablemente sí,México,Humor,Sorteo de camisetas,Sí,Sí
2295,Alemania,Definitivamente sí,Alemania,Premios y sorteos,Descuento directo,Sí,No
2296, BRASIL ,Definitivamente no,México,Historias de aficionados,Sorteo de viajes,Sí,Sí
2297,Brasil,Definitivamente no,España,Un jugador famoso,2x1,Sí,Sí
2298,Corea del Sur,Probablemente sí,México,Un jugador famoso,2x1,Sí,Sí
2299,Paraguay,Tal vez,Portugal,Una selección nacional,Tarjetas coleccionables,Sí,Sí
2300,México,Definitivamente no,Francia,Un jugador famoso,Sorteo de camisetas,Sí,Sí
2301,Francia,Tal vez,México,Historias de aficionados,Sorteo de camisetas,Sí,Sí
2302,México,Definitivamente sí,Estados Unidos,Una selección nacional,Descuento directo,Sí,Sí
2303, MÉXICO ,Probablemente sí,Colombia,Un jugador famoso,Producto gratis,Sí,Sí
2304,Alemania,Definitivamente no,Portugal,Una selección nacional,Sorteo de viajes,No,Sí
2305,Brasil,Definitivamente sí,Argentina,Humor,Tarjetas coleccionables,Sí,Sí
2306,México,Probablemente sí,Francia,Una selección nacional,Descuento directo,Sí,Sí
2307,Brasil,Probablemente sí, PORTUGAL ,Una selección nacional,Tarjetas coleccionables,Sí,Sí
2308,Brasil,Tal vez,México,Un jugador famoso,Producto gratis,Sí,No
2309,Inglaterra,Probablemente sí,México,Historias de aficionados,Producto gratis,Sí,No
2310,Argentina,Tal vez,Inglaterra,Una selección nacional,Sorteo de camisetas,No,No
2311,Argentina,Tal vez,Portugal,Un jugador famoso,Producto gratis,Sí,Sí
2312,México,Probablemente sí,Argentina,Una selección nacional,Sorteo de camisetas,Sí,Sí
2313,Haití,Definitivamente sí,Brasil,Premios y sorteos,Producto gratis,Sí,No
2314,México,Probablemente sí,Argentina,Humor,Sorteo de viajes,No,Sí
2315,España,Probablemente sí,España,Historias de aficionados,Sorteo de camisetas,No,Sí
2316,México,Definitivamente sí,Alemania,Una selección nacional,Descuento directo,Sí,Sí
2317,Portugal,Tal vez,Inglaterra,Un jugador famoso,2x1,Sí,Sí
2318,Colombia,Definitivamente sí,Argentina,Un jugador famoso,Tarjetas coleccionables,Sí,No
2319, MÉXICO ,Probablemente sí,Brasil,Una selección nacional,Sorteo de balones,Sí,Sí
2320,Brasil,Definitivamente sí,Argentina,Una selección nacional,Producto gratis,Sí,Sí
2321, FRANCIA ,Probablemente no,España,Una selección nacional,Producto gratis,Sí,Sí
2322,España,Probablemente sí,México,Un jugador famoso,2x1,Sí,Sí
2323,Argentina,Probablemente sí,Inglaterra,Un jugador famoso,Sorteo de balones,Sí,Sí
2324,Estados Unidos,Tal vez,España,Historias de aficionados,2x1,Sí,No
2325,Argentina,Probablemente sí,Brasil,Un jugador famoso,Sorteo de viajes,No,Sí
2326,Brasil,Definitivamente sí,Argentina,Una selección nacional,2x1,Sí,No
2327,Colombia,Definitivamente sí,México,Humor,Producto gratis,Sí,No
2328,Alemania,Tal vez,Argentina,Una selección nacional,Producto gratis,Sí,Sí
2329,Francia,Definitivamente no,Estados Unidos,Premios y sorteos,Sorteo de camisetas,Sí,Sí
2330,México,Definitivamente sí,Uruguay,Premios y sorteos,Tarjetas coleccionables,Sí,No
2331,México,Tal vez,Inglaterra,Un jugador famoso,Descuento directo,No,No
2332,España,Definitivamente sí,Argentina,Premios y sorteos,2x1,Sí,No
2333,España,Probablemente sí,Brasil,Humor,Producto gratis,Sí,Sí
2334,España,Probablemente sí,Brasil,Una selección nacional,Descuento directo,Sí,No
2335, ALEMANIA ,Tal vez,Brasil,Una selección nacional,2x1,Sí,No
2336,Argentina,Definitivamente sí,Brasil,Premios y sorteos,Sorteo de viajes,Sí,Sí
2337,Argentina,Definitivamente sí,Portugal,Un jugador famoso,2x1,Sí,No
2338,Francia,Tal vez,Estados Unidos,Una selección nacional,Producto gratis,Sí,No
2339,Nueva Zelanda,Probablemente no,Uruguay,Premios y sorteos,Tarjetas coleccionables,No,Sí
2340,Brasil,Definitivamente no,Portugal,Un jugador famoso,Descuento directo,Sí,No
2341,Colombia,Definitivamente sí,México,Humor,Sorteo de viajes,Sí,Sí
2342,Argentina,Probablemente sí,Brasil,Historias de aficionados,Descuento directo,Sí,No
2343,Colombia,Probablemente no,Uruguay,Una selección nacional,Descuento directo,Sí,No
2344,España,Tal vez,Argentina,Una selección nacional,2x1,No,Sí
2345,México,Probablemente sí,Brasil,Premios y sorteos,Descuento directo,Sí,No
2346,Argentina,Tal vez,Argentina,Una selección nacional,Sorteo de viajes,Sí,Sí
2347,España,Probablemente sí,México,Una selección nacional,Sorteo de balones,Sí,No
2348,Congo DR,Definitivamente sí,Uzbekistán,Historias de aficionados,2x1,Sí,Sí
2349,México,Probablemente sí,Argentina,Historias de aficionados,Tarjetas coleccionables,Sí,No
2350,México,Probablemente sí,Portugal,Premios y sorteos,Sorteo de viajes,No,No
2351,España,Probablemente sí,Argentina,Premios y sorteos,Sorteo de viajes,Sí,No
2352,México,Definitivamente sí,Argentina,Una selección nacional,2x1,Sí,No
2353,Colombia,Probablemente no,Brasil,Premios y sorteos,2x1,Sí,No
2354,Argentina,Tal vez,Costa de Marfil,Un jugador famoso,2x1,Sí,No
2355,Portugal,Probablemente sí, BRASIL ,Un jugador famoso,Descuento directo,Sí,Sí
2356,Brasil,Tal vez, ESPAÑA ,Humor,Descuento directo,Sí,Sí
2357,Estados Unidos,Tal vez,Brasil,Un jugador famoso,Producto gratis,No,No
2358,Alemania,Definitivamente sí,Brasil,Humor,Sorteo de viajes,Sí,Sí
2359,Portugal,Probablemente no,Portugal,Humor,2x1,No,No
2360,Brasil,Probablemente sí,Alemania,Una selección nacional,Producto gratis,Sí,Sí
2361,Estados Unidos,Tal vez,Portugal,Humor,Sorteo de viajes,Sí,Sí
2362,Qatar,Definitivamente no, BRASIL ,Premios y sorteos,Producto gratis,Sí,No
2363,Argentina,Definitivamente sí,Brasil,Humor,Sorteo de viajes,No,No
